case_id,customer_id,region,industry,invoice_amount_usd,num_open_invoices,overdue_days_at_allocation,previous_default_count,previous_recovery_rate,payment_history_score,credit_score_band,contact_attempts_last_30d,last_contact_channel,dispute_flag,promised_to_pay_flag,assigned_dca_id,assigned_date,sla_days,sla_due_date,current_stage_snapshot,recovered_flag,recovered_amount_usd,recovery_days_from_allocation,recovery_date,recovered_within_30d,recovered_within_60d,escalation_flag,model_collectability_bucket_hint
C004165,17143,LATAM,Manufacturing,5401.61,4,85,0,1.0,831.6,Excellent,3,Phone,1,0,DCA-07,2025-03-27,26,2025-04-22,Dispute,0,0.0,,,0,0,0,Medium
C004166,16800,IND,FMCG,10854.75,5,261,0,1.0,702.7,Good,2,Email,0,1,DCA-01,2025-07-29,28,2025-08-26,Closed,1,10417.43,32.0,2025-08-30,0,1,0,Low
C004167,14623,APAC,Manufacturing,48983.65,4,338,0,0.773,590.1,Fair,8,SMS,0,0,DCA-05,2025-12-29,27,2026-01-25,Escalated,0,0.0,,,0,0,1,Low
C004168,11813,LATAM,Healthcare,6724.18,3,357,0,1.0,584.6,Fair,4,Phone,0,1,DCA-10,2025-07-22,7,2025-07-29,PTP,0,0.0,,,0,0,1,Low
C004169,15069,NA,Retail,18009.35,3,263,0,0.579,575.0,Poor,2,Phone,0,0,DCA-01,2025-04-07,21,2025-04-28,Escalated,0,0.0,,,0,0,1,Low
C004170,16748,LATAM,Technology,14383.91,7,38,0,0.652,708.0,Good,4,Phone,0,0,DCA-04,2025-03-29,18,2025-04-16,Closed,1,11341.55,51.0,2025-05-19,0,1,0,Medium
C004171,13727,APAC,Retail,28710.59,2,271,2,0.871,655.3,Fair,4,SMS,0,1,DCA-06,2025-05-31,27,2025-06-27,PTP,0,0.0,,,0,0,1,Low
C004172,12634,APAC,Automotive,16429.39,4,100,2,0.935,696.2,Good,2,Phone,0,1,DCA-10,2025-09-28,29,2025-10-27,Closed,1,14958.5,32.0,2025-10-30,0,1,0,Low
C004173,15065,MEA,Manufacturing,9878.27,3,295,0,0.74,581.9,Fair,6,SMS,0,0,DCA-01,2025-09-20,15,2025-10-05,Escalated,0,0.0,,,0,0,1,Low
C004174,13552,NA,Retail,13998.91,6,200,0,0.939,682.9,Good,3,Email,0,0,DCA-09,2025-04-03,30,2025-05-03,Escalated,0,0.0,,,0,0,1,Medium
C004175,14005,IND,FMCG,14142.77,6,67,0,1.0,649.5,Fair,2,Phone,0,0,DCA-04,2025-08-14,14,2025-08-28,In Progress,0,0.0,,,0,0,0,Low
C004176,13488,IND,Retail,12529.15,6,308,0,0.992,638.7,Fair,1,Phone,0,0,DCA-03,2026-01-24,14,2026-02-07,Escalated,0,0.0,,,0,0,1,Low
C004177,13034,NA,Technology,5306.15,1,360,2,0.623,570.9,Poor,9,Email,0,1,DCA-03,2025-12-03,20,2025-12-23,Closed,1,4495.87,59.0,2026-01-31,0,1,0,Low
C004178,17167,EU,Finance,31893.64,1,185,1,0.667,629.0,Fair,6,Email,0,1,DCA-09,2025-11-22,22,2025-12-14,PTP,0,0.0,,,0,0,1,Medium
C004179,14602,IND,Logistics,28183.83,3,296,0,1.0,685.1,Good,7,Phone,0,0,DCA-02,2025-08-02,29,2025-08-31,Escalated,0,0.0,,,0,0,1,Low
C004180,14665,NA,Logistics,6432.17,4,22,0,0.813,708.7,Good,5,Phone,1,0,DCA-01,2025-06-26,26,2025-07-22,Dispute,0,0.0,,,0,0,0,Low
C004181,16530,EU,Aviation,10823.68,1,99,3,0.749,653.8,Fair,3,SMS,1,0,DCA-08,2025-12-02,28,2025-12-30,Escalated,0,0.0,,,0,0,1,Low
C004182,13612,IND,Automotive,11412.22,7,47,0,1.0,715.4,Good,5,SMS,0,1,DCA-09,2025-05-25,12,2025-06-06,Closed,1,11412.22,28.0,2025-06-22,1,1,0,Medium
C004183,11010,EU,FMCG,5945.78,7,104,0,1.0,730.5,Good,2,Phone,0,0,DCA-03,2025-07-03,30,2025-08-02,In Progress,0,0.0,,,0,0,0,Medium
C004184,18526,EU,Finance,3616.43,3,137,2,0.959,678.1,Good,4,Phone,0,0,DCA-10,2025-03-11,20,2025-03-31,Closed,1,3208.12,43.0,2025-04-23,0,1,0,Low
C004185,10557,APAC,Automotive,8354.75,6,158,0,0.793,681.5,Good,3,Phone,0,0,DCA-10,2025-07-24,26,2025-08-19,In Progress,0,0.0,,,0,0,0,Medium
C004186,15719,IND,Finance,10409.96,4,118,1,0.892,666.2,Fair,6,Portal,1,1,DCA-02,2025-02-03,30,2025-03-05,Escalated,0,0.0,,,0,0,1,Low
C004187,12658,NA,Manufacturing,4871.4,5,199,0,0.85,685.9,Good,1,Phone,0,0,DCA-02,2025-06-25,17,2025-07-12,Closed,1,4078.69,73.0,2025-09-06,0,0,0,Medium
C004188,12138,EU,Energy,15121.68,7,80,0,0.968,718.8,Good,4,Email,0,1,DCA-04,2025-10-26,28,2025-11-23,Closed,1,15121.68,33.0,2025-11-28,0,1,0,Low
C004189,10419,EU,Automotive,30151.79,1,127,0,0.799,657.8,Fair,3,SMS,0,0,DCA-07,2025-03-11,9,2025-03-20,Closed,1,23202.76,69.0,2025-05-19,0,0,0,Medium
C004190,19000,IND,Automotive,24088.29,2,306,1,0.981,611.3,Fair,4,Phone,0,0,DCA-01,2025-12-17,28,2026-01-14,Escalated,0,0.0,,,0,0,1,Low
C004191,14292,EU,FMCG,12226.0,3,205,0,0.878,668.9,Fair,7,Phone,0,0,DCA-07,2025-09-15,29,2025-10-14,Closed,1,10323.7,74.0,2025-11-28,0,0,0,Medium
C004192,13426,IND,Healthcare,3683.84,7,10,0,0.989,711.3,Good,2,Portal,0,0,DCA-09,2025-07-17,21,2025-08-07,Closed,1,3548.0,64.0,2025-09-19,0,0,0,Medium
C004193,17412,APAC,Automotive,22048.32,5,120,1,0.746,627.8,Fair,3,Phone,0,0,DCA-05,2025-05-26,20,2025-06-15,In Progress,0,0.0,,,0,0,0,Low
C004194,10389,APAC,Manufacturing,14801.36,3,302,0,0.722,651.0,Fair,3,Portal,1,0,DCA-01,2025-12-20,21,2026-01-10,Escalated,0,0.0,,,0,0,1,Low
C004195,15645,MEA,FMCG,17980.55,1,66,0,0.937,678.2,Good,1,Phone,0,0,DCA-02,2025-12-06,25,2025-12-31,In Progress,0,0.0,,,0,0,0,Low
C004196,14946,APAC,Manufacturing,51806.55,5,336,2,0.881,622.4,Fair,2,SMS,0,1,DCA-07,2026-01-10,12,2026-01-22,PTP,0,0.0,,,0,0,1,Low
C004197,15534,NA,Manufacturing,7499.8,2,108,1,0.903,704.0,Good,3,Phone,0,1,DCA-07,2025-09-19,17,2025-10-06,PTP,0,0.0,,,0,0,0,Medium
C004198,11239,IND,Technology,1785.81,3,230,0,0.979,718.4,Good,4,Phone,0,0,DCA-02,2025-08-22,26,2025-09-17,Escalated,0,0.0,,,0,0,1,Low
C004199,19525,EU,Automotive,6390.59,7,173,1,1.0,717.0,Good,6,Phone,0,1,DCA-07,2025-05-16,25,2025-06-10,Closed,1,6390.59,29.0,2025-06-14,1,1,0,Medium
C004200,12384,IND,Healthcare,18774.06,4,228,1,0.884,598.6,Fair,6,Phone,0,0,DCA-04,2025-04-11,25,2025-05-06,Escalated,0,0.0,,,0,0,1,Low
C004201,16784,IND,Automotive,13613.92,1,291,0,1.0,696.7,Good,8,Email,0,0,DCA-02,2025-12-07,16,2025-12-23,Escalated,0,0.0,,,0,0,1,Low
C004202,17471,APAC,FMCG,5704.75,1,55,2,0.81,638.2,Fair,2,Phone,0,1,DCA-06,2025-11-19,17,2025-12-06,Closed,1,5594.9,25.0,2025-12-14,1,1,0,Medium
C004203,13439,NA,Manufacturing,4945.32,3,129,0,1.0,744.6,Very Good,2,Phone,0,1,DCA-07,2025-05-23,21,2025-06-13,PTP,0,0.0,,,0,0,0,High
C004204,11307,NA,Finance,10423.04,1,207,2,1.0,786.4,Very Good,2,SMS,0,1,DCA-03,2025-03-28,27,2025-04-24,PTP,0,0.0,,,0,0,1,Medium
C004205,12966,IND,Aviation,5584.41,4,95,0,0.858,637.6,Fair,5,Email,0,0,DCA-08,2025-07-25,23,2025-08-17,In Progress,0,0.0,,,0,0,0,Medium
C004206,18069,EU,Aviation,19234.16,3,137,0,1.0,612.8,Fair,3,Email,0,1,DCA-01,2026-01-03,12,2026-01-15,Closed,1,19234.16,30.0,2026-02-02,1,1,0,Medium
C004207,19064,APAC,Automotive,10016.62,7,323,0,0.837,607.1,Fair,7,Phone,0,0,DCA-03,2025-12-05,8,2025-12-13,Escalated,0,0.0,,,0,0,1,Low
C004208,19369,IND,Aviation,8612.91,3,84,1,0.99,764.3,Very Good,5,Phone,1,0,DCA-05,2025-03-17,27,2025-04-13,Closed,1,6286.44,53.0,2025-05-09,0,1,0,Low
C004209,12263,NA,Technology,7857.36,2,70,1,0.914,571.2,Poor,4,Email,0,0,DCA-05,2025-10-08,9,2025-10-17,In Progress,0,0.0,,,0,0,0,Medium
C004210,16065,APAC,Automotive,16061.59,5,213,5,0.819,585.6,Fair,4,Email,1,0,DCA-07,2025-05-21,22,2025-06-12,Escalated,0,0.0,,,0,0,1,Low
C004211,11510,MEA,Retail,13764.2,5,37,0,1.0,749.4,Very Good,3,Phone,0,0,DCA-04,2025-08-13,23,2025-09-05,In Progress,0,0.0,,,0,0,0,Medium
C004212,17103,LATAM,Manufacturing,15388.41,1,1,0,0.888,752.4,Very Good,3,Phone,0,0,DCA-02,2025-02-17,8,2025-02-25,In Progress,0,0.0,,,0,0,0,Medium
C004213,14158,APAC,Automotive,15155.07,1,317,0,0.906,548.0,Poor,6,Phone,0,0,DCA-10,2025-01-13,16,2025-01-29,Escalated,0,0.0,,,0,0,1,Low
C004214,17135,EU,FMCG,12701.34,2,101,0,0.988,798.7,Very Good,6,Portal,0,1,DCA-02,2025-04-22,15,2025-05-07,PTP,0,0.0,,,0,0,0,Medium
C004215,16851,NA,Retail,6482.16,6,44,1,0.435,578.3,Poor,3,Email,1,0,DCA-01,2025-10-10,8,2025-10-18,Dispute,0,0.0,,,0,0,0,Low
C004216,19928,LATAM,Retail,8012.31,2,239,0,0.523,442.1,Poor,4,SMS,1,0,DCA-06,2025-07-19,23,2025-08-11,Escalated,0,0.0,,,0,0,1,Low
C004217,14886,NA,Logistics,10134.77,7,176,0,1.0,844.5,Excellent,4,Email,0,1,DCA-02,2025-05-28,14,2025-06-11,Closed,1,10134.77,35.0,2025-07-02,0,1,0,Medium
C004218,13415,APAC,Aviation,56706.08,4,166,1,0.731,713.0,Good,1,Email,0,1,DCA-07,2025-06-03,24,2025-06-27,PTP,0,0.0,,,0,0,0,Low
C004219,15267,NA,FMCG,5196.88,7,160,1,0.76,727.3,Good,1,Phone,0,1,DCA-07,2025-01-28,24,2025-02-21,PTP,0,0.0,,,0,0,0,Medium
C004220,11628,NA,Manufacturing,9963.83,2,54,1,0.675,684.8,Good,2,Portal,0,0,DCA-06,2025-09-06,15,2025-09-21,In Progress,0,0.0,,,0,0,0,Low
C004221,11117,APAC,Finance,14311.05,3,313,0,0.989,672.8,Good,6,Email,0,0,DCA-04,2025-05-25,17,2025-06-11,Escalated,0,0.0,,,0,0,1,Low
C004222,15191,EU,Energy,10803.95,1,1,1,0.579,696.5,Good,2,Phone,0,0,DCA-07,2025-05-25,12,2025-06-06,In Progress,0,0.0,,,0,0,0,Medium
C004223,18254,APAC,Aviation,28332.89,6,176,1,0.929,703.6,Good,1,Phone,0,1,DCA-06,2025-09-24,7,2025-10-01,PTP,0,0.0,,,0,0,0,Low
C004224,15332,NA,Aviation,10764.96,5,99,0,0.92,765.8,Very Good,0,Phone,0,1,DCA-03,2025-08-13,11,2025-08-24,Closed,1,9761.39,26.0,2025-09-08,1,1,0,High
C004225,17819,IND,Finance,11336.93,1,234,2,0.778,596.1,Fair,2,Phone,0,0,DCA-02,2025-03-12,9,2025-03-21,Escalated,0,0.0,,,0,0,1,Low
C004226,11779,NA,Healthcare,23629.23,6,200,2,0.668,633.1,Fair,4,Portal,0,0,DCA-02,2025-09-06,30,2025-10-06,Escalated,0,0.0,,,0,0,1,Low
C004227,14493,NA,Finance,47453.15,7,141,1,1.0,758.4,Very Good,5,Email,0,0,DCA-06,2025-01-19,11,2025-01-30,In Progress,0,0.0,,,0,0,0,Low
C004228,16131,MEA,Energy,35783.74,5,195,0,0.957,786.4,Very Good,5,SMS,0,0,DCA-05,2026-01-01,16,2026-01-17,Closed,1,28604.61,57.0,2026-02-27,0,1,0,Low
C004229,13476,IND,Energy,12140.99,6,83,3,0.61,577.7,Poor,1,Portal,0,0,DCA-07,2025-07-31,20,2025-08-20,In Progress,0,0.0,,,0,0,0,Low
C004230,10141,NA,Energy,12904.61,2,48,0,0.975,780.9,Very Good,2,Email,0,1,DCA-01,2025-12-15,16,2025-12-31,PTP,0,0.0,,,0,0,0,Medium
C004231,10734,NA,Retail,13803.86,4,330,1,0.94,561.8,Poor,1,SMS,0,1,DCA-10,2026-01-18,29,2026-02-16,PTP,0,0.0,,,0,0,1,Low
C004232,19276,APAC,Logistics,14807.66,6,224,1,1.0,687.4,Good,8,Phone,0,0,DCA-06,2025-04-15,11,2025-04-26,Escalated,0,0.0,,,0,0,1,Low
C004233,16051,APAC,Aviation,7382.42,5,238,2,0.804,624.4,Fair,3,Email,0,1,DCA-02,2025-11-28,26,2025-12-24,PTP,0,0.0,,,0,0,1,Low
C004234,12645,NA,Automotive,25735.22,5,364,0,0.511,534.2,Poor,3,Phone,0,1,DCA-02,2025-07-06,16,2025-07-22,PTP,0,0.0,,,0,0,1,Low
C004235,12588,NA,Finance,15438.6,6,330,0,0.836,636.7,Fair,3,Portal,0,0,DCA-09,2025-10-13,23,2025-11-05,Escalated,0,0.0,,,0,0,1,Low
C004236,10395,IND,Manufacturing,12946.76,5,213,0,1.0,706.8,Good,7,Phone,0,0,DCA-01,2025-02-09,30,2025-03-11,Escalated,0,0.0,,,0,0,1,Medium
C004237,19447,NA,Finance,5487.34,1,289,0,0.994,763.6,Very Good,1,Email,0,0,DCA-02,2025-04-05,9,2025-04-14,Escalated,0,0.0,,,0,0,1,Low
C004238,11082,MEA,Logistics,13955.1,2,193,1,0.863,704.2,Good,2,In-person,0,1,DCA-08,2025-03-29,19,2025-04-17,PTP,0,0.0,,,0,0,1,Low
C004239,17594,IND,Logistics,3550.17,6,87,1,1.0,687.8,Good,3,Email,0,0,DCA-10,2025-04-25,18,2025-05-13,Closed,1,3008.69,38.0,2025-06-02,0,1,0,Low
C004240,12402,NA,Aviation,8891.45,2,227,0,0.901,714.8,Good,3,Email,0,1,DCA-05,2025-04-27,23,2025-05-20,PTP,0,0.0,,,0,0,1,Medium
C004241,13356,IND,FMCG,9007.67,5,333,4,0.811,574.5,Poor,5,Email,0,0,DCA-01,2025-06-19,24,2025-07-13,Escalated,0,0.0,,,0,0,1,Low
C004242,12739,MEA,Retail,16332.24,4,321,1,1.0,694.9,Good,5,In-person,0,0,DCA-07,2026-01-12,29,2026-02-10,Escalated,0,0.0,,,0,0,1,Low
C004243,18245,APAC,Energy,49806.21,5,184,1,0.63,576.3,Poor,5,Email,1,0,DCA-03,2025-01-05,18,2025-01-23,Escalated,0,0.0,,,0,0,1,Low
C004244,10328,NA,Technology,19937.05,2,345,2,0.611,482.6,Poor,5,Portal,0,0,DCA-10,2025-10-26,29,2025-11-24,Escalated,0,0.0,,,0,0,1,Low
C004245,13522,IND,Aviation,36823.13,3,72,0,0.832,718.2,Good,7,Portal,0,0,DCA-10,2025-12-16,29,2026-01-14,In Progress,0,0.0,,,0,0,0,Medium
C004246,12793,IND,Logistics,20986.79,5,15,1,0.797,655.7,Fair,1,Email,0,1,DCA-09,2025-12-21,28,2026-01-18,PTP,0,0.0,,,0,0,0,Medium
C004247,12729,EU,Manufacturing,29364.37,2,147,0,1.0,779.7,Very Good,3,SMS,1,0,DCA-01,2025-05-18,15,2025-06-02,Escalated,0,0.0,,,0,0,1,Low
C004248,11929,EU,Energy,49020.27,3,75,2,0.751,703.7,Good,3,Phone,0,0,DCA-10,2025-04-28,28,2025-05-26,In Progress,0,0.0,,,0,0,0,Low
C004249,19124,APAC,Energy,8004.14,7,349,1,1.0,614.2,Fair,5,Phone,0,1,DCA-07,2025-04-10,10,2025-04-20,PTP,0,0.0,,,0,0,1,Low
C004250,13786,IND,Technology,7646.68,2,43,0,0.926,756.6,Very Good,2,Phone,0,1,DCA-01,2025-12-06,21,2025-12-27,Closed,1,7646.68,41.0,2026-01-16,0,1,0,High
C004251,14182,IND,Manufacturing,21336.35,5,195,1,1.0,702.6,Good,3,Email,0,0,DCA-08,2025-10-26,9,2025-11-04,Escalated,0,0.0,,,0,0,1,Low
C004252,13851,EU,Finance,13325.37,2,282,1,0.971,667.1,Fair,4,Email,1,0,DCA-10,2025-11-01,27,2025-11-28,Escalated,0,0.0,,,0,0,1,Low
C004253,19802,APAC,Technology,15587.86,5,41,0,0.902,661.9,Fair,4,Email,0,0,DCA-04,2025-11-23,16,2025-12-09,In Progress,0,0.0,,,0,0,0,Medium
C004254,13390,EU,FMCG,11225.39,1,17,3,0.913,669.0,Fair,3,Email,1,0,DCA-07,2025-02-27,26,2025-03-25,Dispute,0,0.0,,,0,0,0,Low
C004255,13416,NA,Technology,8800.98,5,202,0,0.752,675.4,Good,9,Phone,1,0,DCA-04,2025-12-27,23,2026-01-19,Escalated,0,0.0,,,0,0,1,Low
C004256,13279,NA,Automotive,41545.12,4,329,4,0.693,520.7,Poor,6,Email,0,0,DCA-07,2025-05-08,30,2025-06-07,Escalated,0,0.0,,,0,0,1,Low
C004257,13269,EU,FMCG,6186.33,5,6,0,0.923,743.2,Very Good,4,Phone,1,1,DCA-06,2025-11-02,11,2025-11-13,Dispute,0,0.0,,,0,0,0,High
C004258,10897,EU,Energy,21600.56,1,8,1,0.604,628.9,Fair,6,Phone,0,0,DCA-02,2025-10-08,28,2025-11-05,Closed,1,15977.53,64.0,2025-12-11,0,0,0,Medium
C004259,16042,LATAM,Aviation,19282.63,4,337,0,0.914,662.0,Fair,7,Phone,0,1,DCA-01,2025-05-25,11,2025-06-05,PTP,0,0.0,,,0,0,1,Low
C004260,10252,LATAM,Technology,4423.52,4,220,0,0.734,676.6,Good,4,Portal,0,0,DCA-08,2025-05-09,19,2025-05-28,Escalated,0,0.0,,,0,0,1,Low
C004261,12259,IND,Manufacturing,7468.53,2,256,1,0.711,657.9,Fair,1,Phone,0,0,DCA-03,2025-09-11,7,2025-09-18,Escalated,0,0.0,,,0,0,1,Low
C004262,12021,MEA,Logistics,8401.09,3,101,1,0.938,678.5,Good,4,SMS,0,0,DCA-04,2025-04-10,7,2025-04-17,In Progress,0,0.0,,,0,0,0,Low
C004263,12914,NA,Technology,19835.11,5,114,0,0.746,637.8,Fair,1,Email,0,0,DCA-09,2025-08-30,17,2025-09-16,In Progress,0,0.0,,,0,0,0,Low
C004264,17566,LATAM,Automotive,10332.77,4,172,2,0.634,529.4,Poor,4,SMS,0,0,DCA-09,2026-01-27,30,2026-02-26,In Progress,0,0.0,,,0,0,0,Low
C004265,15994,NA,Logistics,12582.81,5,78,2,0.798,672.0,Good,2,Portal,0,0,DCA-07,2025-04-29,16,2025-05-15,Closed,1,11470.67,54.0,2025-06-22,0,1,0,Low
C004266,19908,NA,Healthcare,4815.75,7,161,1,0.953,690.5,Good,3,Email,0,0,DCA-03,2025-07-11,19,2025-07-30,Closed,1,4599.58,51.0,2025-08-31,0,1,0,Medium
C004267,13511,IND,Retail,68059.54,3,348,1,0.796,582.1,Fair,6,Phone,0,1,DCA-02,2025-04-22,16,2025-05-08,Closed,1,60856.46,52.0,2025-06-13,0,1,0,Low
C004268,19285,NA,FMCG,14042.4,7,273,0,1.0,664.7,Fair,4,Email,0,0,DCA-02,2025-05-18,29,2025-06-16,Escalated,0,0.0,,,0,0,1,Low
C004269,10449,APAC,Retail,18945.1,7,317,0,1.0,680.9,Good,5,Phone,0,0,DCA-10,2025-01-19,13,2025-02-01,Escalated,0,0.0,,,0,0,1,Low
C004270,15042,IND,Automotive,9150.48,5,181,0,1.0,758.4,Very Good,5,Phone,0,0,DCA-07,2025-05-21,17,2025-06-07,Escalated,0,0.0,,,0,0,1,Medium
C004271,17988,LATAM,Automotive,8460.48,2,287,0,0.853,623.2,Fair,4,Portal,1,1,DCA-05,2025-08-07,15,2025-08-22,Closed,1,7271.17,73.0,2025-10-19,0,0,1,Low
C004272,15318,APAC,Logistics,50964.23,3,154,2,0.85,633.6,Fair,2,SMS,1,0,DCA-10,2025-09-02,22,2025-09-24,Escalated,0,0.0,,,0,0,1,Low
C004273,19333,EU,Retail,3492.23,1,225,1,0.931,756.7,Very Good,4,Phone,0,0,DCA-06,2025-06-14,19,2025-07-03,Escalated,0,0.0,,,0,0,1,Low
C004274,13145,NA,Technology,16237.08,5,266,0,0.816,690.3,Good,2,Email,0,1,DCA-04,2025-09-12,28,2025-10-10,PTP,0,0.0,,,0,0,1,Low
C004275,10333,IND,Logistics,5721.28,2,301,0,0.598,568.8,Poor,5,Email,0,1,DCA-02,2025-01-08,8,2025-01-16,PTP,0,0.0,,,0,0,1,Low
C004276,17739,IND,FMCG,10061.78,7,337,0,1.0,604.1,Fair,6,Phone,0,1,DCA-01,2025-12-08,10,2025-12-18,PTP,0,0.0,,,0,0,1,Low
C004277,10680,IND,Finance,8546.99,5,39,0,0.837,726.4,Good,5,In-person,0,0,DCA-07,2025-03-28,15,2025-04-12,Closed,1,6375.83,38.0,2025-05-05,0,1,0,Medium
C004278,17647,IND,Technology,6699.68,4,289,0,0.99,761.7,Very Good,5,Phone,1,0,DCA-01,2025-09-17,15,2025-10-02,Closed,1,3952.09,94.0,2025-12-20,0,0,1,Low
C004279,17334,APAC,Aviation,13695.32,2,259,0,0.62,652.0,Fair,2,Email,0,0,DCA-01,2025-02-21,20,2025-03-13,Escalated,0,0.0,,,0,0,1,Low
C004280,18442,NA,Manufacturing,2213.61,1,269,1,1.0,796.2,Very Good,5,In-person,0,1,DCA-10,2026-01-06,28,2026-02-03,PTP,0,0.0,,,0,0,1,Low
C004281,14789,IND,Logistics,10712.41,5,6,0,0.609,659.1,Fair,1,Portal,0,0,DCA-06,2025-06-10,29,2025-07-09,In Progress,0,0.0,,,0,0,0,Medium
C004282,18955,NA,Retail,12541.48,6,178,1,0.986,647.5,Fair,6,Phone,0,0,DCA-09,2025-08-15,18,2025-09-02,In Progress,0,0.0,,,0,0,0,Low
C004283,11698,APAC,Logistics,5159.04,2,350,0,0.416,566.6,Poor,4,Phone,0,0,DCA-02,2025-06-11,21,2025-07-02,Escalated,0,0.0,,,0,0,1,Low
C004284,14343,LATAM,FMCG,38532.34,1,328,0,1.0,713.0,Good,3,Email,0,0,DCA-10,2025-07-14,22,2025-08-05,Escalated,0,0.0,,,0,0,1,Low
C004285,11218,IND,Retail,8812.08,3,85,2,0.518,643.3,Fair,1,In-person,0,0,DCA-07,2025-11-17,21,2025-12-08,In Progress,0,0.0,,,0,0,0,Low
C004286,17668,IND,Technology,11313.6,6,178,2,0.803,685.2,Good,7,Email,0,0,DCA-04,2025-11-07,20,2025-11-27,In Progress,0,0.0,,,0,0,0,Low
C004287,17142,EU,Logistics,8825.91,5,315,1,0.855,593.1,Fair,8,Portal,0,1,DCA-10,2025-02-22,29,2025-03-23,PTP,0,0.0,,,0,0,1,Low
C004288,18063,NA,Aviation,12618.3,1,339,0,0.942,695.7,Good,7,Phone,0,1,DCA-02,2025-03-26,18,2025-04-13,PTP,0,0.0,,,0,0,1,Low
C004289,17643,APAC,Aviation,33379.62,1,121,1,0.718,641.1,Fair,0,SMS,0,1,DCA-09,2025-05-14,21,2025-06-04,PTP,0,0.0,,,0,0,0,Medium
C004290,13084,IND,Finance,75441.37,1,293,1,0.885,582.2,Fair,8,Email,1,0,DCA-07,2025-09-08,15,2025-09-23,Escalated,0,0.0,,,0,0,1,Low
C004291,10680,EU,Aviation,22515.23,6,304,2,0.897,515.5,Poor,1,Phone,0,1,DCA-06,2025-08-24,17,2025-09-10,Closed,1,18291.9,44.0,2025-10-07,0,1,0,Low
C004292,19292,APAC,Healthcare,28612.4,6,55,2,0.77,678.0,Good,2,Phone,0,1,DCA-09,2025-06-08,30,2025-07-08,PTP,0,0.0,,,0,0,0,Medium
C004293,14928,NA,Energy,44422.4,3,12,1,0.818,703.7,Good,2,Phone,0,0,DCA-01,2025-04-18,10,2025-04-28,In Progress,0,0.0,,,0,0,0,Medium
C004294,10943,IND,Aviation,15902.15,5,18,0,0.978,711.3,Good,2,Phone,0,0,DCA-06,2025-02-22,24,2025-03-18,Closed,1,13797.33,46.0,2025-04-09,0,1,0,Medium
C004295,19270,LATAM,Logistics,40101.76,1,53,0,0.972,748.3,Very Good,3,In-person,0,0,DCA-06,2025-01-24,9,2025-02-02,In Progress,0,0.0,,,0,0,0,Medium
C004296,19942,MEA,Automotive,23264.43,4,270,6,0.78,570.2,Poor,2,Phone,0,0,DCA-02,2025-05-06,29,2025-06-04,Escalated,0,0.0,,,0,0,1,Low
C004297,14454,EU,Logistics,14776.47,2,142,1,0.978,740.6,Very Good,2,Email,0,0,DCA-03,2025-11-25,8,2025-12-03,In Progress,0,0.0,,,0,0,0,Low
C004298,17700,MEA,Retail,17072.75,6,250,2,0.483,569.9,Poor,3,Phone,0,1,DCA-02,2025-09-07,27,2025-10-04,PTP,0,0.0,,,0,0,1,Low
C004299,10362,NA,Retail,3733.15,4,33,1,0.919,692.2,Good,0,Portal,0,0,DCA-03,2025-06-14,28,2025-07-12,In Progress,0,0.0,,,0,0,0,Medium
C004300,10932,APAC,Technology,16390.93,6,220,1,0.926,634.2,Fair,1,Email,0,0,DCA-07,2026-01-08,8,2026-01-16,Escalated,0,0.0,,,0,0,1,Low
C004301,12765,IND,Aviation,4534.08,4,272,0,1.0,632.3,Fair,4,Email,0,1,DCA-10,2026-01-25,29,2026-02-23,PTP,0,0.0,,,0,0,1,Medium
C004302,16562,APAC,Manufacturing,4282.58,4,356,0,0.709,538.3,Poor,3,Email,0,0,DCA-07,2025-08-07,27,2025-09-03,Escalated,0,0.0,,,0,0,1,Low
C004303,11334,IND,Logistics,15290.93,7,117,0,0.888,627.5,Fair,1,Phone,1,0,DCA-06,2025-07-23,13,2025-08-05,Escalated,0,0.0,,,0,0,1,Low
C004304,10341,IND,Healthcare,6125.07,7,199,1,0.752,664.5,Fair,3,Phone,0,0,DCA-05,2025-06-13,9,2025-06-22,Escalated,0,0.0,,,0,0,1,Low
C004305,16687,APAC,Energy,13293.37,4,176,0,0.76,641.8,Fair,3,Email,0,1,DCA-02,2025-11-18,8,2025-11-26,Closed,1,11148.04,35.0,2025-12-23,0,1,0,Medium
C004306,17701,EU,FMCG,14719.14,3,127,0,0.915,685.2,Good,5,Email,0,1,DCA-08,2025-12-20,29,2026-01-18,PTP,0,0.0,,,0,0,0,Medium
C004307,17392,IND,FMCG,15186.08,5,233,0,0.869,690.5,Good,4,Email,0,0,DCA-10,2025-11-01,29,2025-11-30,Escalated,0,0.0,,,0,0,1,Low
C004308,17992,IND,Technology,7094.78,2,206,0,0.819,575.6,Poor,3,Phone,0,0,DCA-04,2025-03-20,19,2025-04-08,Escalated,0,0.0,,,0,0,1,Low
C004309,18028,APAC,Energy,25061.24,3,304,0,0.878,718.1,Good,2,Phone,0,0,DCA-02,2025-09-14,27,2025-10-11,Escalated,0,0.0,,,0,0,1,Low
C004310,16024,NA,Retail,12550.75,6,11,3,0.737,639.0,Fair,3,Phone,0,1,DCA-07,2025-02-02,14,2025-02-16,PTP,0,0.0,,,0,0,0,Low
C004311,15194,EU,Healthcare,18192.29,7,81,0,1.0,711.2,Good,6,SMS,0,0,DCA-08,2025-03-18,8,2025-03-26,In Progress,0,0.0,,,0,0,0,Medium
