interaction_id,case_id,timestamp,actor,event_type,channel,notes
I0013833,C000045,2026-03-21 10:39:00,DCA,Email Sent,SMS,Escalated due to SLA breach
I0004978,C002647,2026-03-21 10:44:00,DCA,Call Attempt,In-person,Left voicemail
I0013836,C000509,2026-03-21 10:54:00,FedEx,Dispute Raised,Portal,Left voicemail
I0019553,C003196,2026-03-21 10:59:00,DCA,Dispute Raised,SMS,Left voicemail
I0013245,C000599,2026-03-21 11:00:00,DCA,Payment Received,SMS,Email bounced
I0022281,C002267,2026-03-21 11:02:00,DCA,SMS Sent,Phone,No response after multiple attempts
I0024253,C002199,2026-03-21 11:10:00,DCA,Call Attempt,SMS,Payment received partial
I0019445,C004235,2026-03-21 11:11:00,DCA,Note Added,Email,Email bounced
I0005512,C001438,2026-03-21 11:18:00,FedEx,Payment Received,In-person,Email bounced
I0015699,C001014,2026-03-21 11:19:00,DCA,SMS Sent,In-person,Left voicemail
I0010850,C000183,2026-03-21 11:37:00,DCA,Portal Message,Portal,No response after multiple attempts
I0015159,C002257,2026-03-21 11:46:00,FedEx,Email Sent,Email,Customer asked for payment plan
I0022900,C002617,2026-03-21 11:54:00,DCA,Portal Message,Email,Customer requested invoice copy
I0022510,C000168,2026-03-21 12:00:00,FedEx,SMS Sent,Portal,Left voicemail
I0012253,C004855,2026-03-21 12:06:00,FedEx,Allocated,Phone,Email bounced
I0001850,C001468,2026-03-21 12:06:00,FedEx,Call Connected,SMS,Payment received partial
I0009987,C000391,2026-03-21 12:10:00,FedEx,Call Connected,Phone,Escalated due to SLA breach
I0023394,C002513,2026-03-21 12:13:00,FedEx,Note Added,SMS,No response after multiple attempts
I0020782,C001634,2026-03-21 12:19:00,DCA,Call Attempt,Email,Updated contact details
I0000746,C001549,2026-03-21 13:03:00,DCA,Call Attempt,SMS,No response after multiple attempts
I0015795,C001330,2026-03-21 13:03:00,DCA,PTP Recorded,Phone,Email bounced
I0002312,C004659,2026-03-21 13:03:00,FedEx,Call Attempt,Portal,Payment received partial
I0005958,C004866,2026-03-21 13:10:00,FedEx,Call Attempt,Phone,Payment received partial
I0022180,C001046,2026-03-21 13:39:00,DCA,Call Attempt,In-person,Dispute regarding service charges
I0013715,C004261,2026-03-21 13:46:00,DCA,Payment Received,Email,Customer asked for payment plan
I0021122,C004528,2026-03-21 13:58:00,DCA,Allocated,SMS,No response after multiple attempts
I0016820,C003045,2026-03-21 14:15:00,DCA,Email Sent,Portal,No response after multiple attempts
I0007315,C002189,2026-03-21 14:29:00,DCA,Call Connected,Email,No response after multiple attempts
I0003595,C003496,2026-03-21 14:30:00,FedEx,PTP Recorded,In-person,Dispute regarding service charges
I0016710,C004019,2026-03-21 14:38:00,DCA,Email Sent,In-person,Escalated due to SLA breach
I0021760,C000273,2026-03-21 14:38:00,FedEx,PTP Recorded,Email,Customer asked for payment plan
I0002132,C002061,2026-03-21 14:49:00,DCA,Call Connected,Phone,Updated contact details
I0006668,C003052,2026-03-21 14:50:00,FedEx,SMS Sent,In-person,Customer asked for payment plan
I0011183,C002793,2026-03-21 14:54:00,DCA,Escalation,Phone,No response after multiple attempts
I0015689,C003737,2026-03-21 14:55:00,FedEx,Payment Received,Phone,Escalated due to SLA breach
I0005810,C004627,2026-03-21 15:07:00,FedEx,Payment Received,Portal,Left voicemail
I0008060,C001024,2026-03-21 15:14:00,FedEx,Payment Received,SMS,Updated contact details
I0007266,C002545,2026-03-21 15:20:00,DCA,Call Attempt,In-person,Customer requested invoice copy
I0013066,C003159,2026-03-21 15:35:00,FedEx,Portal Message,In-person,Left voicemail
I0018597,C004559,2026-03-21 15:38:00,FedEx,Call Connected,In-person,Customer requested invoice copy
I0018303,C001884,2026-03-21 15:39:00,FedEx,SMS Sent,Portal,Payment received partial
I0001908,C002460,2026-03-21 16:06:00,DCA,SMS Sent,Email,Customer promised to pay next week
I0010134,C004103,2026-03-21 16:16:00,DCA,Portal Message,Portal,Email bounced
I0017523,C001970,2026-03-21 16:39:00,DCA,Allocated,Phone,Escalated due to SLA breach
I0009506,C002166,2026-03-21 17:03:00,DCA,Call Connected,SMS,Customer promised to pay next week
I0013234,C003488,2026-03-21 17:05:00,DCA,Call Attempt,Portal,Updated contact details
I0012237,C002957,2026-03-21 17:23:00,FedEx,SMS Sent,In-person,Email bounced
I0012833,C003452,2026-03-21 17:42:00,FedEx,Email Sent,In-person,No response after multiple attempts
I0000684,C004528,2026-03-21 17:47:00,DCA,PTP Recorded,Email,No response after multiple attempts
I0021517,C004305,2026-03-21 18:45:00,DCA,Email Sent,SMS,Customer requested invoice copy
I0019752,C000489,2026-03-21 18:55:00,DCA,SMS Sent,Portal,Customer promised to pay next week
I0011293,C002425,2026-03-21 18:55:00,DCA,SMS Sent,Portal,Customer asked for payment plan
I0012276,C004420,2026-03-22 08:06:00,FedEx,Note Added,SMS,Customer asked for payment plan
I0024612,C003695,2026-03-22 08:23:00,FedEx,Email Sent,Email,Customer requested invoice copy
I0003032,C004084,2026-03-22 08:51:00,DCA,Allocated,Email,No response after multiple attempts
I0006429,C004612,2026-03-22 08:57:00,FedEx,Call Connected,SMS,Customer requested invoice copy
I0002859,C004855,2026-03-22 08:58:00,FedEx,Call Attempt,Portal,Customer promised to pay next week
I0015576,C003684,2026-03-22 09:00:00,DCA,Call Attempt,Email,Email bounced
I0009907,C001253,2026-03-22 09:04:00,DCA,Call Connected,SMS,No response after multiple attempts
I0008329,C004251,2026-03-22 09:10:00,FedEx,Payment Received,Phone,Customer requested invoice copy
I0023392,C004388,2026-03-22 09:44:00,DCA,Call Attempt,Phone,No response after multiple attempts
I0005980,C000830,2026-03-22 09:52:00,DCA,Call Connected,Email,Customer requested invoice copy
I0020754,C000545,2026-03-22 09:59:00,FedEx,Case Closed,Portal,Customer requested invoice copy
I0003765,C002546,2026-03-22 10:20:00,DCA,Call Connected,Phone,Email bounced
I0023624,C000902,2026-03-22 10:28:00,DCA,PTP Recorded,Email,Email bounced
I0016554,C000786,2026-03-22 10:28:00,DCA,Payment Received,Phone,Left voicemail
I0015467,C002163,2026-03-22 10:59:00,DCA,SMS Sent,Email,Customer promised to pay next week
I0023974,C000589,2026-03-22 11:01:00,DCA,Payment Received,Phone,Customer promised to pay next week
I0010960,C004181,2026-03-22 11:05:00,FedEx,Call Connected,Email,Email bounced
I0009508,C004682,2026-03-22 11:05:00,DCA,PTP Recorded,Phone,Customer promised to pay next week
I0002381,C000967,2026-03-22 11:12:00,FedEx,Call Attempt,Email,No response after multiple attempts
I0006834,C001117,2026-03-22 11:20:00,DCA,Call Connected,Email,Payment received partial
I0000431,C002141,2026-03-22 11:25:00,DCA,Dispute Raised,Portal,Email bounced
I0009115,C001384,2026-03-22 11:45:00,FedEx,Portal Message,Portal,Customer requested invoice copy
I0005527,C001434,2026-03-22 12:40:00,DCA,Call Attempt,SMS,Dispute regarding service charges
I0014870,C000600,2026-03-22 13:00:00,FedEx,Email Sent,Email,Dispute regarding service charges
I0017009,C002483,2026-03-22 13:12:00,FedEx,Email Sent,In-person,Customer requested invoice copy
I0023075,C004377,2026-03-22 13:25:00,DCA,Call Attempt,SMS,Left voicemail
I0018989,C001521,2026-03-22 13:53:00,DCA,Call Connected,SMS,Email bounced
I0017896,C000639,2026-03-22 14:15:00,FedEx,Portal Message,Email,Email bounced
I0013615,C004902,2026-03-22 14:19:00,DCA,Note Added,In-person,Dispute regarding service charges
I0001657,C002211,2026-03-22 14:30:00,FedEx,Call Connected,Phone,Payment received partial
I0024776,C003547,2026-03-22 14:46:00,FedEx,Call Connected,SMS,Customer asked for payment plan
I0016842,C004465,2026-03-22 14:56:00,DCA,Payment Received,Phone,Updated contact details
I0007760,C000919,2026-03-22 15:02:00,DCA,Call Attempt,Email,Customer requested invoice copy
I0012015,C003089,2026-03-22 15:02:00,DCA,SMS Sent,Phone,Email bounced
I0002619,C002759,2026-03-22 15:07:00,FedEx,Email Sent,Email,Escalated due to SLA breach
I0005423,C000804,2026-03-22 15:14:00,DCA,Portal Message,Portal,Customer promised to pay next week
I0004876,C004986,2026-03-22 15:43:00,DCA,Call Connected,Email,Customer asked for payment plan
I0011031,C000719,2026-03-22 15:56:00,DCA,Case Closed,Email,Customer asked for payment plan
I0010452,C000452,2026-03-22 15:59:00,FedEx,Payment Received,SMS,Customer promised to pay next week
I0005036,C000210,2026-03-22 15:59:00,DCA,Email Sent,Email,Left voicemail
I0009768,C003248,2026-03-22 16:34:00,DCA,Case Closed,SMS,Customer promised to pay next week
I0001041,C001560,2026-03-22 16:38:00,FedEx,Call Attempt,SMS,Customer requested invoice copy
I0020486,C002477,2026-03-22 16:47:00,DCA,Payment Received,SMS,Payment received partial
I0002273,C001854,2026-03-22 16:58:00,DCA,Email Sent,SMS,Escalated due to SLA breach
I0014083,C003922,2026-03-22 17:02:00,FedEx,Escalation,Phone,Customer asked for payment plan
I0019892,C004442,2026-03-22 17:15:00,FedEx,Call Attempt,Email,Left voicemail
I0018888,C002040,2026-03-22 17:19:00,DCA,Allocated,Email,Customer promised to pay next week
I0015556,C004654,2026-03-22 17:54:00,DCA,Email Sent,In-person,No response after multiple attempts
I0005749,C003844,2026-03-22 17:57:00,DCA,Call Attempt,Portal,Customer requested invoice copy
I0012041,C003931,2026-03-22 18:38:00,DCA,Escalation,SMS,Escalated due to SLA breach
I0018253,C000422,2026-03-22 18:55:00,DCA,Portal Message,SMS,Left voicemail
I0023886,C002286,2026-03-22 18:59:00,FedEx,Call Attempt,Phone,Dispute regarding service charges
I0008445,C000186,2026-03-23 08:00:00,DCA,Note Added,Email,No response after multiple attempts
I0008181,C003797,2026-03-23 09:25:00,DCA,Dispute Raised,In-person,Customer requested invoice copy
I0013204,C000197,2026-03-23 09:30:00,FedEx,Call Connected,In-person,No response after multiple attempts
I0020694,C002129,2026-03-23 09:33:00,FedEx,Call Connected,In-person,Updated contact details
I0000068,C001595,2026-03-23 11:30:00,FedEx,Call Connected,SMS,No response after multiple attempts
I0005269,C001374,2026-03-23 11:47:00,DCA,Call Attempt,Email,Email bounced
I0016532,C000921,2026-03-23 11:59:00,DCA,PTP Recorded,SMS,Customer promised to pay next week
I0020173,C001002,2026-03-23 12:44:00,DCA,SMS Sent,Email,Escalated due to SLA breach
I0006954,C000773,2026-03-23 12:57:00,DCA,Call Attempt,Phone,Dispute regarding service charges
I0020522,C004533,2026-03-23 13:18:00,DCA,Email Sent,In-person,Dispute regarding service charges
I0006561,C003937,2026-03-23 13:34:00,DCA,Portal Message,SMS,Dispute regarding service charges
I0019572,C001797,2026-03-23 13:39:00,DCA,Dispute Raised,In-person,No response after multiple attempts
I0014867,C002455,2026-03-23 13:58:00,DCA,Call Attempt,Phone,Left voicemail
I0017397,C002405,2026-03-23 14:06:00,DCA,Call Connected,In-person,Email bounced
I0002160,C003469,2026-03-23 14:08:00,DCA,Call Attempt,Portal,Escalated due to SLA breach
I0020209,C003107,2026-03-23 14:20:00,DCA,Call Attempt,Portal,Left voicemail
I0014179,C000560,2026-03-23 14:29:00,DCA,Email Sent,Phone,Updated contact details
I0024186,C000237,2026-03-23 14:36:00,FedEx,Email Sent,SMS,Updated contact details
I0001330,C003052,2026-03-23 15:06:00,DCA,Case Closed,Email,Customer asked for payment plan
I0016826,C000902,2026-03-23 15:24:00,DCA,Call Attempt,In-person,Customer asked for payment plan
I0010574,C004598,2026-03-23 15:50:00,FedEx,Portal Message,Email,No response after multiple attempts
I0023090,C004307,2026-03-23 16:00:00,DCA,SMS Sent,Email,Customer asked for payment plan
I0011647,C001854,2026-03-23 16:09:00,DCA,PTP Recorded,Portal,Customer asked for payment plan
I0010323,C003919,2026-03-23 16:14:00,DCA,Note Added,In-person,No response after multiple attempts
I0004505,C002609,2026-03-23 16:23:00,FedEx,Allocated,Portal,No response after multiple attempts
I0001936,C003400,2026-03-23 17:23:00,FedEx,Call Attempt,Portal,Dispute regarding service charges
I0017858,C004529,2026-03-23 17:55:00,DCA,Call Attempt,Email,No response after multiple attempts
I0010324,C004195,2026-03-23 18:00:00,DCA,Email Sent,Phone,Customer requested invoice copy
I0011515,C004909,2026-03-23 18:03:00,DCA,Call Attempt,Phone,Customer promised to pay next week
I0023193,C003674,2026-03-23 18:09:00,DCA,Email Sent,Email,No response after multiple attempts
I0020235,C001910,2026-03-23 18:27:00,DCA,Call Attempt,SMS,Updated contact details
I0001844,C002435,2026-03-23 18:46:00,DCA,SMS Sent,SMS,Email bounced
I0008080,C000535,2026-03-23 18:46:00,DCA,Escalation,Email,Customer asked for payment plan
I0008825,C003031,2026-03-24 08:18:00,FedEx,Allocated,In-person,No response after multiple attempts
I0003431,C004194,2026-03-24 08:55:00,FedEx,SMS Sent,SMS,Escalated due to SLA breach
I0015993,C002576,2026-03-24 09:11:00,DCA,Email Sent,Portal,Email bounced
I0022888,C004430,2026-03-24 09:15:00,FedEx,SMS Sent,Email,Dispute regarding service charges
I0017084,C002471,2026-03-24 09:35:00,DCA,Allocated,Email,No response after multiple attempts
I0011283,C000290,2026-03-24 09:41:00,FedEx,Escalation,SMS,Updated contact details
I0015262,C004652,2026-03-24 09:55:00,DCA,Dispute Raised,Phone,Email bounced
I0014980,C003834,2026-03-24 09:55:00,DCA,Allocated,In-person,Left voicemail
I0015101,C000644,2026-03-24 09:58:00,DCA,Email Sent,Portal,Customer requested invoice copy
I0004873,C003364,2026-03-24 10:00:00,FedEx,Portal Message,Portal,Escalated due to SLA breach
I0015533,C002159,2026-03-24 10:08:00,FedEx,Call Attempt,Email,Escalated due to SLA breach
I0023217,C000087,2026-03-24 10:11:00,DCA,Call Attempt,Email,Payment received partial
I0016921,C003244,2026-03-24 10:52:00,DCA,Allocated,Phone,No response after multiple attempts
I0010560,C001263,2026-03-24 10:53:00,DCA,Email Sent,Phone,Payment received partial
I0020116,C003337,2026-03-24 11:19:00,DCA,Email Sent,In-person,Left voicemail
I0021462,C003648,2026-03-24 11:24:00,DCA,Note Added,Phone,Payment received partial
I0008093,C000591,2026-03-24 11:26:00,DCA,Escalation,SMS,Customer asked for payment plan
I0010369,C004001,2026-03-24 11:48:00,DCA,Email Sent,Email,Dispute regarding service charges
I0013290,C002792,2026-03-24 12:34:00,DCA,Call Attempt,SMS,No response after multiple attempts
I0016419,C001913,2026-03-24 13:03:00,DCA,Escalation,In-person,Customer requested invoice copy
I0024200,C000476,2026-03-24 13:07:00,DCA,PTP Recorded,Email,Customer requested invoice copy
I0005124,C003147,2026-03-24 13:29:00,DCA,Allocated,In-person,Customer promised to pay next week
I0015123,C000506,2026-03-24 13:37:00,DCA,Email Sent,Portal,Payment received partial
I0010950,C000284,2026-03-24 13:39:00,DCA,Payment Received,In-person,Updated contact details
I0005252,C000206,2026-03-24 13:48:00,DCA,Payment Received,Email,Payment received partial
I0016124,C002935,2026-03-24 13:51:00,DCA,Email Sent,In-person,No response after multiple attempts
I0008319,C001791,2026-03-24 13:59:00,FedEx,Call Attempt,SMS,Updated contact details
I0009568,C001330,2026-03-24 14:28:00,FedEx,SMS Sent,SMS,Dispute regarding service charges
I0001621,C000798,2026-03-24 14:37:00,FedEx,Note Added,In-person,Customer promised to pay next week
I0022828,C002903,2026-03-24 14:52:00,DCA,Note Added,In-person,Left voicemail
I0005700,C003846,2026-03-24 15:11:00,DCA,PTP Recorded,In-person,Updated contact details
I0009749,C001539,2026-03-24 15:13:00,DCA,SMS Sent,SMS,No response after multiple attempts
I0017099,C002483,2026-03-24 15:15:00,DCA,Email Sent,SMS,Customer promised to pay next week
I0002449,C002440,2026-03-24 15:26:00,DCA,PTP Recorded,Portal,Email bounced
I0020785,C003658,2026-03-24 15:46:00,FedEx,Email Sent,Email,Updated contact details
I0004620,C003105,2026-03-24 15:52:00,DCA,Email Sent,Phone,Left voicemail
I0002220,C002045,2026-03-24 15:53:00,FedEx,Escalation,Phone,Escalated due to SLA breach
I0017094,C004115,2026-03-24 15:53:00,DCA,Payment Received,Portal,Customer requested invoice copy
I0019861,C000756,2026-03-24 16:06:00,DCA,Allocated,SMS,Dispute regarding service charges
I0004931,C000931,2026-03-24 16:24:00,DCA,Call Connected,In-person,Email bounced
I0006037,C001146,2026-03-24 16:35:00,DCA,Portal Message,In-person,Updated contact details
I0012277,C000594,2026-03-24 17:00:00,DCA,Call Connected,Email,Escalated due to SLA breach
I0018147,C002503,2026-03-24 17:30:00,DCA,SMS Sent,Portal,Escalated due to SLA breach
I0022952,C002357,2026-03-24 17:38:00,DCA,Email Sent,In-person,Email bounced
I0006927,C001393,2026-03-24 17:38:00,DCA,Call Attempt,In-person,Customer requested invoice copy
I0003290,C000875,2026-03-24 17:46:00,DCA,Note Added,Email,Email bounced
I0016508,C004305,2026-03-24 17:51:00,DCA,Call Attempt,In-person,Customer promised to pay next week
I0022308,C000040,2026-03-24 18:01:00,DCA,Call Connected,In-person,Customer requested invoice copy
I0021021,C003898,2026-03-24 18:05:00,DCA,Note Added,Portal,Customer promised to pay next week
I0006761,C002271,2026-03-24 18:13:00,DCA,Escalation,Phone,Customer requested invoice copy
I0011391,C004257,2026-03-24 18:24:00,DCA,SMS Sent,Phone,Customer promised to pay next week
I0002721,C001577,2026-03-24 18:45:00,DCA,Call Attempt,SMS,Updated contact details
I0011362,C002662,2026-03-24 18:46:00,DCA,Email Sent,Portal,No response after multiple attempts
I0005359,C001937,2026-03-24 18:53:00,FedEx,Portal Message,Phone,Email bounced
I0018030,C002330,2026-03-25 08:04:00,FedEx,Call Attempt,Email,Payment received partial
I0004433,C001111,2026-03-25 08:06:00,FedEx,Portal Message,SMS,Dispute regarding service charges
I0005193,C001937,2026-03-25 08:40:00,DCA,Call Attempt,Portal,Customer asked for payment plan
I0003356,C003903,2026-03-25 08:44:00,FedEx,Call Attempt,SMS,Dispute regarding service charges
I0023296,C001972,2026-03-25 08:54:00,DCA,Note Added,In-person,Customer asked for payment plan
I0012865,C004670,2026-03-25 08:54:00,DCA,Email Sent,Phone,Customer promised to pay next week
I0022046,C000773,2026-03-25 08:58:00,FedEx,Call Connected,In-person,Payment received partial
I0017545,C001355,2026-03-25 09:04:00,FedEx,Call Attempt,Portal,Payment received partial
I0020860,C003321,2026-03-25 09:33:00,DCA,Dispute Raised,Portal,Email bounced
I0002620,C002656,2026-03-25 09:34:00,FedEx,SMS Sent,Email,Customer asked for payment plan
I0023258,C004699,2026-03-25 10:04:00,DCA,Portal Message,Email,Email bounced
I0002846,C001003,2026-03-25 10:13:00,DCA,Note Added,Phone,Customer promised to pay next week
I0018849,C001530,2026-03-25 10:50:00,DCA,Call Attempt,SMS,Left voicemail
I0019962,C000166,2026-03-25 11:01:00,FedEx,Call Attempt,Phone,No response after multiple attempts
I0021977,C003308,2026-03-25 11:03:00,DCA,SMS Sent,Email,Updated contact details
I0002072,C004391,2026-03-25 11:34:00,FedEx,Call Attempt,Portal,Dispute regarding service charges
I0004923,C000273,2026-03-25 11:41:00,DCA,Email Sent,SMS,Updated contact details
I0012444,C002428,2026-03-25 11:44:00,DCA,SMS Sent,In-person,Payment received partial
I0007648,C001660,2026-03-25 11:46:00,DCA,Call Connected,In-person,No response after multiple attempts
I0006567,C003850,2026-03-25 11:54:00,DCA,Email Sent,In-person,Updated contact details
I0008014,C002241,2026-03-25 12:08:00,DCA,PTP Recorded,SMS,Customer requested invoice copy
I0016775,C000799,2026-03-25 12:23:00,FedEx,Note Added,Phone,Payment received partial
I0005064,C003352,2026-03-25 12:31:00,DCA,Email Sent,SMS,Customer requested invoice copy
I0011373,C000101,2026-03-25 12:50:00,FedEx,PTP Recorded,In-person,Payment received partial
I0018756,C003997,2026-03-25 13:02:00,FedEx,Call Attempt,In-person,Dispute regarding service charges
I0011700,C001699,2026-03-25 13:15:00,DCA,Email Sent,In-person,Email bounced
I0010622,C003933,2026-03-25 14:02:00,DCA,PTP Recorded,Email,Left voicemail
I0001784,C000902,2026-03-25 14:15:00,DCA,Call Attempt,SMS,Dispute regarding service charges
I0016565,C000255,2026-03-25 14:33:00,FedEx,Payment Received,SMS,Customer requested invoice copy
I0020005,C001546,2026-03-25 14:44:00,FedEx,Portal Message,SMS,Escalated due to SLA breach
I0010269,C002368,2026-03-25 15:01:00,DCA,Payment Received,Email,Updated contact details
I0015816,C004482,2026-03-25 15:10:00,FedEx,Email Sent,In-person,Left voicemail
I0021608,C000810,2026-03-25 15:25:00,DCA,Payment Received,SMS,Customer asked for payment plan
I0003628,C003156,2026-03-25 16:19:00,DCA,Allocated,Portal,Customer requested invoice copy
I0005035,C001779,2026-03-25 16:26:00,FedEx,Portal Message,Email,Updated contact details
I0009184,C004032,2026-03-25 16:44:00,DCA,PTP Recorded,In-person,Payment received partial
I0009017,C000611,2026-03-25 17:27:00,DCA,Call Attempt,Phone,Left voicemail
I0020676,C003372,2026-03-25 17:28:00,DCA,Email Sent,In-person,Escalated due to SLA breach
I0001278,C001436,2026-03-25 17:30:00,DCA,Email Sent,SMS,Dispute regarding service charges
I0024903,C001871,2026-03-25 17:30:00,FedEx,SMS Sent,Portal,Customer requested invoice copy
I0020537,C004044,2026-03-25 17:35:00,DCA,Call Attempt,Email,Updated contact details
I0014744,C002881,2026-03-25 17:41:00,FedEx,Call Attempt,SMS,Customer promised to pay next week
I0009889,C002589,2026-03-25 17:59:00,DCA,PTP Recorded,Phone,Dispute regarding service charges
I0016939,C003695,2026-03-25 18:09:00,DCA,Call Attempt,Portal,Customer promised to pay next week
I0006882,C001879,2026-03-25 18:27:00,DCA,Email Sent,Email,Dispute regarding service charges
I0007886,C001547,2026-03-25 18:29:00,FedEx,Call Attempt,Portal,Customer asked for payment plan
I0020413,C003215,2026-03-25 18:32:00,FedEx,Dispute Raised,Email,Customer promised to pay next week
I0019641,C002830,2026-03-25 18:57:00,DCA,SMS Sent,Phone,No response after multiple attempts
I0008994,C001150,2026-03-26 08:05:00,DCA,Escalation,Phone,Customer promised to pay next week
I0000884,C003814,2026-03-26 08:24:00,DCA,Escalation,Email,Customer promised to pay next week
I0004506,C000411,2026-03-26 08:40:00,FedEx,Payment Received,In-person,Updated contact details
I0000756,C004177,2026-03-26 08:47:00,DCA,Case Closed,Email,Email bounced
I0008571,C003438,2026-03-26 09:09:00,DCA,Call Attempt,In-person,Email bounced
I0013395,C004001,2026-03-26 09:15:00,DCA,Escalation,Email,Email bounced
I0004765,C004573,2026-03-26 09:19:00,DCA,Dispute Raised,Email,No response after multiple attempts
I0010318,C000485,2026-03-26 09:24:00,DCA,Email Sent,In-person,Dispute regarding service charges
I0019864,C002710,2026-03-26 10:23:00,DCA,Escalation,Phone,Customer promised to pay next week
I0021352,C003752,2026-03-26 10:32:00,FedEx,Email Sent,Portal,Customer requested invoice copy
I0000030,C004540,2026-03-26 10:35:00,DCA,Call Attempt,In-person,Left voicemail
I0017382,C004699,2026-03-26 11:02:00,FedEx,SMS Sent,In-person,Customer requested invoice copy
I0014372,C001061,2026-03-26 11:18:00,FedEx,Portal Message,In-person,Dispute regarding service charges
I0009576,C004559,2026-03-26 12:09:00,DCA,Call Attempt,Phone,Email bounced
I0000269,C000061,2026-03-26 12:41:00,DCA,Email Sent,Email,No response after multiple attempts
I0009006,C004479,2026-03-26 12:45:00,DCA,Payment Received,In-person,Left voicemail
I0024206,C002204,2026-03-26 12:55:00,DCA,Email Sent,Email,Left voicemail
I0008211,C001593,2026-03-26 13:00:00,DCA,Call Attempt,Email,Updated contact details
I0001171,C003256,2026-03-26 13:00:00,DCA,Note Added,Email,Escalated due to SLA breach
I0004353,C001203,2026-03-26 13:07:00,DCA,Call Connected,Email,No response after multiple attempts
I0007768,C004285,2026-03-26 13:18:00,DCA,Call Connected,Email,Payment received partial
I0010563,C000371,2026-03-26 13:46:00,DCA,Call Connected,In-person,Email bounced
I0008305,C001359,2026-03-26 13:55:00,DCA,Case Closed,SMS,Left voicemail
I0013388,C001983,2026-03-26 14:07:00,FedEx,Note Added,SMS,Left voicemail
I0012398,C004754,2026-03-26 14:16:00,DCA,Portal Message,Portal,Escalated due to SLA breach
I0014603,C003674,2026-03-26 14:21:00,DCA,SMS Sent,In-person,Customer promised to pay next week
I0006066,C004305,2026-03-26 14:28:00,DCA,Email Sent,Phone,Customer requested invoice copy
I0015826,C000451,2026-03-26 14:39:00,DCA,PTP Recorded,SMS,No response after multiple attempts
I0007102,C004655,2026-03-26 15:13:00,DCA,Call Attempt,Phone,Customer requested invoice copy
I0008801,C003440,2026-03-26 15:24:00,DCA,Call Attempt,Email,Customer requested invoice copy
I0004825,C003440,2026-03-26 15:25:00,FedEx,Note Added,Phone,Customer asked for payment plan
I0015801,C003850,2026-03-26 15:27:00,FedEx,SMS Sent,In-person,Updated contact details
I0012231,C002832,2026-03-26 15:33:00,DCA,Call Attempt,In-person,Left voicemail
I0004029,C004251,2026-03-26 15:44:00,FedEx,SMS Sent,SMS,Dispute regarding service charges
I0016558,C000645,2026-03-26 16:09:00,FedEx,Note Added,Phone,Left voicemail
I0002552,C000639,2026-03-26 16:26:00,FedEx,Email Sent,Phone,Updated contact details
I0012236,C003650,2026-03-26 16:30:00,FedEx,Call Connected,SMS,Customer asked for payment plan
I0018082,C001717,2026-03-26 16:34:00,DCA,Email Sent,SMS,Customer requested invoice copy
I0018951,C000229,2026-03-26 16:47:00,DCA,Allocated,SMS,Customer requested invoice copy
I0000322,C001409,2026-03-26 16:48:00,DCA,Email Sent,SMS,Customer promised to pay next week
I0011472,C000421,2026-03-26 16:51:00,FedEx,SMS Sent,Email,Dispute regarding service charges
I0007457,C001658,2026-03-26 16:57:00,FedEx,Portal Message,Email,Email bounced
I0021630,C003337,2026-03-26 17:00:00,FedEx,Payment Received,Phone,Left voicemail
I0000013,C001458,2026-03-26 17:07:00,DCA,Note Added,Phone,Dispute regarding service charges
I0017594,C001508,2026-03-26 18:01:00,DCA,PTP Recorded,Email,Escalated due to SLA breach
I0019456,C002378,2026-03-26 18:14:00,DCA,Email Sent,Phone,Email bounced
I0022803,C003759,2026-03-26 18:19:00,FedEx,PTP Recorded,SMS,Customer asked for payment plan
I0015936,C002609,2026-03-26 18:46:00,FedEx,Email Sent,Email,Escalated due to SLA breach
I0023820,C001549,2026-03-26 18:50:00,DCA,Call Attempt,Portal,Escalated due to SLA breach
I0022132,C003349,2026-03-27 08:08:00,FedEx,SMS Sent,Phone,Dispute regarding service charges
I0003788,C002832,2026-03-27 08:17:00,FedEx,Dispute Raised,In-person,Customer requested invoice copy
I0019545,C000469,2026-03-27 08:17:00,FedEx,Email Sent,Email,Left voicemail
I0022147,C003880,2026-03-27 08:17:00,FedEx,Portal Message,SMS,Escalated due to SLA breach
I0012742,C003626,2026-03-27 08:19:00,FedEx,Note Added,Email,Dispute regarding service charges
I0013491,C004420,2026-03-27 08:25:00,DCA,Payment Received,In-person,Left voicemail
I0007502,C000040,2026-03-27 08:45:00,DCA,Call Attempt,In-person,Dispute regarding service charges
I0000276,C002125,2026-03-27 08:51:00,FedEx,Email Sent,Portal,Customer promised to pay next week
I0023862,C001024,2026-03-27 08:52:00,DCA,Call Attempt,In-person,Left voicemail
I0007855,C003814,2026-03-27 09:27:00,DCA,Call Connected,Phone,Escalated due to SLA breach
I0009356,C001624,2026-03-27 09:28:00,DCA,PTP Recorded,SMS,Dispute regarding service charges
I0016427,C002829,2026-03-27 09:41:00,DCA,Note Added,Email,Payment received partial
I0013536,C001945,2026-03-27 10:13:00,DCA,PTP Recorded,SMS,No response after multiple attempts
I0020805,C001249,2026-03-27 10:16:00,FedEx,Call Attempt,SMS,Email bounced
I0019929,C003507,2026-03-27 10:50:00,DCA,Note Added,Email,Customer asked for payment plan
I0018341,C004084,2026-03-27 11:07:00,FedEx,SMS Sent,Email,Email bounced
I0023774,C001884,2026-03-27 11:35:00,DCA,Email Sent,In-person,Dispute regarding service charges
